Country or Area,Year,Sex,Age,Marital Status,Record Type,Reliability,Value
Mozambique,1980,Female,25 - 29,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",5010
Mozambique,1980,Female,25 - 29,Married,Census - de facto - complete tabulation,"Final figure, complete",49690
Mozambique,1980,Female,25 - 29,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",746
Mozambique,1980,Female,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3318
Mozambique,1980,Female,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",694
Mozambique,1980,Female,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",49199
Mozambique,1980,Female,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3004
Mozambique,1980,Female,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",40815
Mozambique,1980,Female,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1287
Mozambique,1980,Female,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3539
Mozambique,1980,Female,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",554
Mozambique,1980,Female,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",32800
Mozambique,1980,Female,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1826
Mozambique,1980,Female,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",26259
Mozambique,1980,Female,35 - 39,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1534
Mozambique,1980,Female,35 - 39,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2782
Mozambique,1980,Female,35 - 39,Unknown,Census - de facto - complete tabulation,"Final figure, complete",399
Mozambique,1980,Female,40 - 44,Total,Census - de facto - complete tabulation,"Final figure, complete",29351
Mozambique,1980,Female,40 - 44,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1364
Mozambique,1980,Female,40 - 44,Married,Census - de facto - complete tabulation,"Final figure, complete",21969
Mozambique,1980,Female,40 - 44,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2686
Mozambique,1980,Female,40 - 44,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2946
Mozambique,1980,Female,40 - 44,Unknown,Census - de facto - complete tabulation,"Final figure, complete",386
Mozambique,1980,Female,45 - 49,Total,Census - de facto - complete tabulation,"Final figure, complete",19026
Mozambique,1980,Female,45 - 49,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",921
Mozambique,1980,Female,45 - 49,Married,Census - de facto - complete tabulation,"Final figure, complete",13034
Mozambique,1980,Female,45 - 49,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2727
Mozambique,1980,Female,45 - 49,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2111
Mozambique,1980,Female,45 - 49,Unknown,Census - de facto - complete tabulation,"Final figure, complete",233
Mozambique,1980,Female,50 - 54,Total,Census - de facto - complete tabulation,"Final figure, complete",16479
Mozambique,1980,Female,50 - 54,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",760
Mozambique,1980,Female,50 - 54,Married,Census - de facto - complete tabulation,"Final figure, complete",9493
Mozambique,1980,Female,50 - 54,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3970
Mozambique,1980,Female,50 - 54,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2014
Mozambique,1980,Female,50 - 54,Unknown,Census - de facto - complete tabulation,"Final figure, complete",242
Mozambique,1980,Female,55 - 59,Total,Census - de facto - complete tabulation,"Final figure, complete",9773
Mozambique,1980,Female,55 - 59,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",509
Mozambique,1980,Female,55 - 59,Married,Census - de facto - complete tabulation,"Final figure, complete",4631
Mozambique,1980,Female,55 - 59,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3316
Mozambique,1980,Female,55 - 59,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1179
Mozambique,1980,Female,55 - 59,Unknown,Census - de facto - complete tabulation,"Final figure, complete",138
Mozambique,1980,Female,60 - 64,Total,Census - de facto - complete tabulation,"Final figure, complete",9842
Mozambique,1980,Female,60 - 64,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",461
Mozambique,1980,Female,60 - 64,Married,Census - de facto - complete tabulation,"Final figure, complete",3388
Mozambique,1980,Female,60 - 64,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4780
Mozambique,1980,Female,60 - 64,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1052
Mozambique,1980,Female,60 - 64,Unknown,Census - de facto - complete tabulation,"Final figure, complete",161
Mozambique,1980,Female,65 - 69,Total,Census - de facto - complete tabulation,"Final figure, complete",5768
Mozambique,1980,Female,65 - 69,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",276
Mozambique,1980,Female,65 - 69,Married,Census - de facto - complete tabulation,"Final figure, complete",1574
Mozambique,1980,Female,65 - 69,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3302
Mozambique,1980,Female,65 - 69,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",516
Mozambique,1980,Female,65 - 69,Unknown,Census - de facto - complete tabulation,"Final figure, complete",100
Mozambique,1980,Female,70 - 74,Total,Census - de facto - complete tabulation,"Final figure, complete",4840
Mozambique,1980,Female,70 - 74,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",223
Mozambique,1980,Female,70 - 74,Married,Census - de facto - complete tabulation,"Final figure, complete",922
Mozambique,1980,Female,70 - 74,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3213
Mozambique,1980,Female,70 - 74,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",394
Mozambique,1980,Female,70 - 74,Unknown,Census - de facto - complete tabulation,"Final figure, complete",88
Mozambique,1980,Female,75 +,Total,Census - de facto - complete tabulation,"Final figure, complete",4876
Mozambique,1980,Female,75 +,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",271
Mozambique,1980,Female,75 +,Married,Census - de facto - complete tabulation,"Final figure, complete",615
Mozambique,1980,Female,75 +,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3592
Mozambique,1980,Female,75 +,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",300
Mozambique,1980,Female,75 +,Unknown,Census - de facto - complete tabulation,"Final figure, complete",98
Mozambique,1980,Female,Unknown,Total,Census - de facto - complete tabulation,"Final figure, complete",1263
Mozambique,1980,Female,Unknown,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",737
Mozambique,1980,Female,Unknown,Married,Census - de facto - complete tabulation,"Final figure, complete",280
Mozambique,1980,Female,Unknown,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",93
Mozambique,1980,Female,Unknown,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",65
Mozambique,1980,Female,Unknown,Unknown,Census - de facto - complete tabulation,"Final figure, complete",88
Mozambique,1980,Male,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",4865308
Mozambique,1980,Male,Total,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3004259
Mozambique,1980,Male,Total,Married,Census - de facto - complete tabulation,"Final figure, complete",1698569
Mozambique,1980,Male,Total,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",48602
Mozambique,1980,Male,Total,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",70004
Mozambique,1980,Male,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",43874
Mozambique,1980,Male,0 - 14,Total,Census - de facto - complete tabulation,"Final figure, complete",2390565
Mozambique,1980,Male,0 - 14,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2389022
Mozambique,1980,Male,0 - 14,Married,Census - de facto - complete tabulation,"Final figure, complete",1109
Mozambique,1980,Male,0 - 14,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",75
Mozambique,1980,Male,0 - 14,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",359
Mozambique,1980,Male,0 - 14,Unknown,Census - de facto - complete tabulation,"Final figure, complete",0
Mozambique,1980,Male,15 - 19,Total,Census - de facto - complete tabulation,"Final figure, complete",461568
Mozambique,1980,Male,15 - 19,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",408194
Mozambique,1980,Male,15 - 19,Married,Census - de facto - complete tabulation,"Final figure, complete",39428
Mozambique,1980,Male,15 - 19,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",245
Mozambique,1980,Male,15 - 19,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2819
Mozambique,1980,Male,15 - 19,Unknown,Census - de facto - complete tabulation,"Final figure, complete",10882
Mozambique,1980,Male,20 - 24,Total,Census - de facto - complete tabulation,"Final figure, complete",306450
Mozambique,1980,Male,20 - 24,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",118967
Mozambique,1980,Male,20 - 24,Married,Census - de facto - complete tabulation,"Final figure, complete",172606
Mozambique,1980,Male,20 - 24,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1047
Mozambique,1980,Male,20 - 24,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",8473
Mozambique,1980,Male,20 - 24,Unknown,Census - de facto - complete tabulation,"Final figure, complete",5357
Mozambique,1980,Male,25 - 29,Total,Census - de facto - complete tabulation,"Final figure, complete",272810
Mozambique,1980,Male,25 - 29,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",33892
Mozambique,1980,Male,25 - 29,Married,Census - de facto - complete tabulation,"Final figure, complete",223486
Mozambique,1980,Male,25 - 29,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1635
Mozambique,1980,Male,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",9685
Mozambique,1980,Male,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4112
Mozambique,1980,Male,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",262926
Mozambique,1980,Male,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",14261
Mozambique,1980,Male,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",232923
Mozambique,1980,Male,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2572
Mozambique,1980,Male,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",9133
Mozambique,1980,Male,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4037
